text,sura,lemmatized
قل من كان في الضلٰلة فليمدد له الرحمٰن مدا حتىٰ اذا راوا ما يوعدون اما العذاب واما الساعة فسيعلمون من هو شر مكانا واضعف جندا,سورة مريم,"['قال', 'من', 'كان', 'في', 'ضلل', 'فليمدد', 'ل', 'رحمن', 'مد', 'حتى', 'اذ', 'راوي', 'ما', 'وعد', 'اما', 'عذاب', 'اما', 'ساعة', 'علم', 'من', 'هو', 'شر', 'مكان', 'اضعف', 'جند']"
ويزيد الله الذين اهتدوا هدى والبٰقيٰت الصٰلحٰت خير عند ربك ثوابا وخير مردا,سورة مريم,"['زاد', 'الله', 'الذي', 'اهتد', 'هدى', 'بقي', 'صلح', 'خير', 'عند', 'رب', 'ثواب', 'خير', 'مرد']"
افرءيت الذي كفر بايٰتنا وقال لاوتين مالا وولدا,سورة مريم,"['افرءيت', 'الذي', 'كفر', 'ايتنا', 'قال', 'لاو', 'مال', 'ولد']"
اطلع الغيب ام اتخذ عند الرحمٰن عهدا,سورة مريم,"['اطلع', 'غيب', 'ام', 'اتخذ', 'عند', 'رحمن', 'عهد']"
كلا سنكتب ما يقول ونمد له من العذاب مدا,سورة مريم,"['كلا', 'كتب', 'ما', 'قال', 'مد', 'ل', 'من', 'عذاب', 'مد']"
ونرثه ما يقول وياتينا فردا,سورة مريم,"['ورث', 'ما', 'قال', 'ياتي', 'فرد']"
واتخذوا من دون الله ءالهة ليكونوا لهم عزا,سورة مريم,"['اتخذ', 'من', 'دون', 'الله', 'ءاله', 'كان', 'ل', 'عزا']"
كلا سيكفرون بعبادتهم ويكونون عليهم ضدا,سورة مريم,"['كلا', 'كفر', 'عبادة', 'كان', 'على', 'ضد']"
الم تر انا ارسلنا الشيٰطين على الكٰفرين تؤزهم ازا,سورة مريم,"['الم', 'رأى', 'انا', 'ارسل', 'شيط', 'على', 'كفر', 'أز', 'ازا']"
فلا تعجل عليهم انما نعد لهم عدا,سورة مريم,"['لا', 'عجل', 'على', 'انما', 'عد', 'ل', 'عدا']"
يوم نحشر المتقين الى الرحمٰن وفدا,سورة مريم,"['يوم', 'نحشر', 'متقي', 'الى', 'رحمن', 'وفد']"
ونسوق المجرمين الىٰ جهنم وردا,سورة مريم,"['ساق', 'مجرم', 'الى', 'جهنم', 'رد']"
لا يملكون الشفٰعة الا من اتخذ عند الرحمٰن عهدا,سورة مريم,"['لا', 'ملك', 'شفعة', 'الا', 'من', 'اتخذ', 'عند', 'رحمن', 'عهد']"
وقالوا اتخذ الرحمٰن ولدا,سورة مريم,"['قال', 'اتخذ', 'رحمن', 'ولد']"
لقد جئتم شيا ادا,سورة مريم,"['قد', 'جاء', 'شي', 'ادا']"
تكاد السمٰوٰت يتفطرن منه وتنشق الارض وتخر الجبال هدا,سورة مريم,"['كاد', 'سمت', 'يتفطرن', 'من', 'تنشق', 'ارض', 'خر', 'جبل', 'هدا']"
ان دعوا للرحمٰن ولدا,سورة مريم,"['ان', 'دعا', 'رحمن', 'ولد']"
وما ينبغي للرحمٰن ان يتخذ ولدا,سورة مريم,"['ما', 'انبغى', 'رحمن', 'ان', 'اتخذ', 'ولد']"
ان كل من في السمٰوٰت والارض الا ءاتي الرحمٰن عبدا,سورة مريم,"['ان', 'كل', 'من', 'في', 'سمت', 'ارض', 'الا', 'ءاتي', 'رحمن', 'عبد']"
ان الذين ءامنوا وعملوا الصٰلحٰت سيجعل لهم الرحمٰن ودا,سورة مريم,"['ان', 'الذي', 'ءامن', 'عمل', 'صلح', 'جعل', 'ل', 'رحمن', 'ود']"
فانما يسرنٰه بلسانك لتبشر به المتقين وتنذر به قوما لدا,سورة مريم,"['انما', 'يسر', 'لسان', 'بشر', 'ب', 'متقي', 'أنذر', 'ب', 'قوم', 'دا']"
وكم اهلكنا قبلهم من قرن هل تحس منهم من احد او تسمع لهم ركزا,سورة مريم,"['كم', 'اهلك', 'قبل', 'من', 'قرن', 'هل', 'أحس', 'من', 'من', 'احد', 'او', 'سمع', 'ل', 'ركز']"
بسم الله الرحمٰن الرحيم,سورة طه,"['بسم', 'الله', 'رحمن', 'رحيم']"
طه,سورة طه,['طه']
ما انزلنا عليك القرءان لتشقىٰ,سورة طه,"['ما', 'انزل', 'على', 'قرء', 'شقي']"
الا تذكرة لمن يخشىٰ,سورة طه,"['الا', 'تذكرة', 'من', 'خشي']"
تنزيلا ممن خلق الارض والسمٰوٰت العلى,سورة طه,"['تنزيل', 'من', 'خلق', 'ارض', 'سمت', 'على']"
الرحمٰن على العرش استوىٰ,سورة طه,"['رحمن', 'على', 'عرش', 'استوى']"
له ما في السمٰوٰت وما في الارض وما بينهما وما تحت الثرىٰ,سورة طه,"['ل', 'ما', 'في', 'سمت', 'ما', 'في', 'ارض', 'ما', 'بين', 'ما', 'تحت', 'ثرى']"
وان تجهر بالقول فانه يعلم السر واخفى,سورة طه,"['وان', 'جهر', 'قول', 'فان', 'علم', 'سر', 'اخفى']"
الله لا الٰه الا هو له الاسماء الحسنىٰ,سورة طه,"['الله', 'لا', 'اله', 'الا', 'هو', 'ل', 'اسماء', 'أحسن']"
وهل اتىٰك حديث موسىٰ,سورة طه,"['هل', 'اتى', 'حديث', 'موسى']"
اذ رءا نارا فقال لاهله امكثوا اني ءانست نارا لعلي ءاتيكم منها بقبس او اجد على النار هدى,سورة طه,"['اذ', 'رء', 'نار', 'قال', 'اهل', 'امكث', 'اني', 'ءانست', 'نار', 'علي', 'ءاتيكم', 'من', 'قبس', 'او', 'اجد', 'على', 'نار', 'هدى']"
فلما اتىٰها نودي يٰموسىٰ,سورة طه,"['لما', 'اتى', 'أودى', 'يموسى']"
اني انا ربك فاخلع نعليك انك بالواد المقدس طوى,سورة طه,"['اني', 'انا', 'رب', 'فاخلع', 'نعل', 'انك', 'واد', 'مقدس', 'طوى']"
وانا اخترتك فاستمع لما يوحىٰ,سورة طه,"['وان', 'اختار', 'استمع', 'ما', 'وحى']"
انني انا الله لا الٰه الا انا فاعبدني واقم الصلوٰة لذكري,سورة طه,"['انني', 'انا', 'الله', 'لا', 'اله', 'الا', 'انا', 'فاعبدني', 'اقم', 'صلو', 'ذكر']"
ان الساعة ءاتية اكاد اخفيها لتجزىٰ كل نفس بما تسعىٰ,سورة طه,"['ان', 'ساعة', 'ءاتي', 'اكاد', 'اخفي', 'جزى', 'كل', 'نفس', 'ما', 'سعى']"
فلا يصدنك عنها من لا يؤمن بها واتبع هوىٰه فتردىٰ,سورة طه,"['لا', 'يصدنك', 'عن', 'من', 'لا', 'آمن', 'ب', 'اتبع', 'هوى', 'ردي']"
وما تلك بيمينك يٰموسىٰ,سورة طه,"['ما', 'ذلك', 'يمين', 'يموسى']"
قال هي عصاي اتوكؤا عليها واهش بها علىٰ غنمي ولي فيها مارب اخرىٰ,سورة طه,"['قال', 'هي', 'عصا', 'اتوكؤا', 'على', 'اهش', 'ب', 'على', 'غنم', 'ولي', 'في', 'مارب', 'اخرى']"
قال القها يٰموسىٰ,سورة طه,"['قال', 'الق', 'يموسى']"
فالقىٰها فاذا هي حية تسعىٰ,سورة طه,"['القى', 'اذ', 'هي', 'حي', 'سعى']"
قال خذها ولا تخف سنعيدها سيرتها الاولىٰ,سورة طه,"['قال', 'أخذ', 'لا', 'أخفى', 'أعاد', 'سيرة', 'اولى']"
واضمم يدك الىٰ جناحك تخرج بيضاء من غير سوء ءاية اخرىٰ,سورة طه,"['اضمم', 'يد', 'الى', 'جناح', 'خرج', 'أبيض', 'من', 'غير', 'سوء', 'ءاي', 'اخرى']"
لنريك من ءايٰتنا الكبرى,سورة طه,"['لنريك', 'من', 'ءايتنا', 'أكبر']"
اذهب الىٰ فرعون انه طغىٰ,سورة طه,"['اذهب', 'الى', 'فرعون', 'ان', 'طغى']"
قال رب اشرح لي صدري,سورة طه,"['قال', 'رب', 'اشرح', 'ل', 'صدر']"
ويسر لي امري,سورة طه,"['يسر', 'ل', 'امري']"
واحلل عقدة من لساني,سورة طه,"['احلل', 'عقدة', 'من', 'لسان']"
يفقهوا قولي,سورة طه,"['فقه', 'قول']"
واجعل لي وزيرا من اهلي,سورة طه,"['اجعل', 'ل', 'وزير', 'من', 'اهلي']"
هٰرون اخي,سورة طه,"['هرو', 'اخي']"
اشدد به ازري,سورة طه,"['اشدد', 'ب', 'ازري']"
واشركه في امري,سورة طه,"['اشرك', 'في', 'امري']"
كي نسبحك كثيرا,سورة طه,"['كي', 'سبح', 'كثير']"
ونذكرك كثيرا,سورة طه,"['ذكر', 'كثير']"
انك كنت بنا بصيرا,سورة طه,"['انك', 'كان', 'ب', 'بصير']"
قال قد اوتيت سؤلك يٰموسىٰ,سورة طه,"['قال', 'قد', 'اوتي', 'سؤل', 'يموسى']"
ولقد مننا عليك مرة اخرىٰ,سورة طه,"['قد', 'من', 'على', 'مرة', 'اخرى']"
اذ اوحينا الىٰ امك ما يوحىٰ,سورة طه,"['اذ', 'اوحي', 'الى', 'امك', 'ما', 'وحى']"
ان اقذفيه في التابوت فاقذفيه في اليم فليلقه اليم بالساحل ياخذه عدو لي وعدو له والقيت عليك محبة مني ولتصنع علىٰ عيني,سورة طه,"['ان', 'اقذفي', 'في', 'تابوت', 'فاقذفيه', 'في', 'اليم', 'لقي', 'اليم', 'ساحل', 'ياخذ', 'عدو', 'ل', 'عدو', 'ل', 'قيت', 'على', 'محبة', 'من', 'صنع', 'على', 'عين']"
اذ تمشي اختك فتقول هل ادلكم علىٰ من يكفله فرجعنٰك الىٰ امك كي تقر عينها ولا تحزن وقتلت نفسا فنجينٰك من الغم وفتنٰك فتونا فلبثت سنين في اهل مدين ثم جئت علىٰ قدر يٰموسىٰ,سورة طه,"['اذ', 'مشى', 'اخ', 'قال', 'هل', 'ادل', 'على', 'من', 'كفل', 'فرجعنك', 'الى', 'امك', 'كي', 'أقر', 'عين', 'لا', 'حزن', 'قتل', 'نفس', 'فنجينك', 'من', 'غم', 'فتن', 'فتو', 'لبث', 'سنة', 'في', 'اهل', 'مدين', 'ثم', 'جاء', 'على', 'قدر', 'يموسى']"
واصطنعتك لنفسي,سورة طه,"['اصطنع', 'نفس']"
فقولا له قولا لينا لعله يتذكر او يخشىٰ,سورة طه,"['قول', 'ل', 'قول', 'لينا', 'لعل', 'تذكر', 'او', 'خشي']"
قالا ربنا اننا نخاف ان يفرط علينا او ان يطغىٰ,سورة طه,"['قال', 'رب', 'ان', 'خاف', 'ان', 'فرط', 'على', 'او', 'ان', 'طغى']"
قال لا تخافا انني معكما اسمع وارىٰ,سورة طه,"['قال', 'لا', 'خاف', 'انني', 'مع', 'اسمع', 'وارى']"
فاتياه فقولا انا رسولا ربك فارسل معنا بني اسرٰءيل ولا تعذبهم قد جئنٰك باية من ربك والسلٰم علىٰ من اتبع الهدىٰ,سورة طه,"['فاتيا', 'قول', 'انا', 'رسول', 'رب', 'ارسل', 'مع', 'بنون', 'اسرءيل', 'لا', 'عذب', 'قد', 'جئنك', 'باي', 'من', 'رب', 'سلم', 'على', 'من', 'اتبع', 'هدى']"
انا قد اوحي الينا ان العذاب علىٰ من كذب وتولىٰ,سورة طه,"['انا', 'قد', 'اوحي', 'الين', 'ان', 'عذاب', 'على', 'من', 'كذب', 'تولى']"
قال فمن ربكما يٰموسىٰ,سورة طه,"['قال', 'من', 'رب', 'يموسى']"
قال ربنا الذي اعطىٰ كل شيء خلقه ثم هدىٰ,سورة طه,"['قال', 'رب', 'الذي', 'اعطى', 'كل', 'شيء', 'خلق', 'ثم', 'هدى']"
قال فما بال القرون الاولىٰ,سورة طه,"['قال', 'ما', 'بال', 'قرن', 'اولى']"
قال علمها عند ربي في كتٰب لا يضل ربي ولا ينسى,سورة طه,"['قال', 'علم', 'عند', 'رب', 'في', 'كتب', 'لا', 'ضل', 'رب', 'لا', 'نسي']"
الذي جعل لكم الارض مهدا وسلك لكم فيها سبلا وانزل من السماء ماء فاخرجنا به ازوٰجا من نبات شتىٰ,سورة طه,"['الذي', 'جعل', 'ل', 'ارض', 'مهد', 'سلك', 'ل', 'في', 'سبيل', 'انزل', 'من', 'سماء', 'ماء', 'اخرج', 'ب', 'ازوج', 'من', 'نبات', 'شتى']"
كلوا وارعوا انعٰمكم ان في ذٰلك لايٰت لاولي النهىٰ,سورة طه,"['أكل', 'ارع', 'انعم', 'ان', 'في', 'ذلك', 'لايت', 'اولي', 'نهى']"
منها خلقنٰكم وفيها نعيدكم ومنها نخرجكم تارة اخرىٰ,سورة طه,"['من', 'خلقنكم', 'في', 'أعاد', 'من', 'أخرج', 'تارة', 'اخرى']"
ولقد ارينٰه ءايٰتنا كلها فكذب وابىٰ,سورة طه,"['قد', 'ارين', 'ءايتنا', 'كل', 'كذب', 'ابى']"
قال اجئتنا لتخرجنا من ارضنا بسحرك يٰموسىٰ,سورة طه,"['قال', 'اجئت', 'خرج', 'من', 'ارض', 'سحر', 'يموسى']"
فلناتينك بسحر مثله فاجعل بيننا وبينك موعدا لا نخلفه نحن ولا انت مكانا سوى,سورة طه,"['فلناتينك', 'سحر', 'مثل', 'فاجعل', 'بين', 'بين', 'موعد', 'لا', 'نخلف', 'نحن', 'لا', 'انت', 'مكان', 'سوى']"
قال موعدكم يوم الزينة وان يحشر الناس ضحى,سورة طه,"['قال', 'موعد', 'يوم', 'زينة', 'وان', 'حشر', 'ناس', 'ضحى']"
فتولىٰ فرعون فجمع كيده ثم اتىٰ,سورة طه,"['تولى', 'فرعون', 'جمع', 'كيد', 'ثم', 'اتى']"
قال لهم موسىٰ ويلكم لا تفتروا على الله كذبا فيسحتكم بعذاب وقد خاب من افترىٰ,سورة طه,"['قال', 'ل', 'موسى', 'ويل', 'لا', 'فتر', 'على', 'الله', 'كذب', 'فيسحتكم', 'عذاب', 'قد', 'خاب', 'من', 'افترى']"
فتنٰزعوا امرهم بينهم واسروا النجوىٰ,سورة طه,"['نزع', 'امر', 'بين', 'اسر', 'نجوى']"
قالوا ان هٰذٰن لسٰحرٰن يريدان ان يخرجاكم من ارضكم بسحرهما ويذهبا بطريقتكم المثلىٰ,سورة طه,"['قال', 'ان', 'هذن', 'لسحرن', 'أراد', 'ان', 'يخرجاكم', 'من', 'ارض', 'سحر', 'ذهب', 'طريقة', 'أمثل']"
فاجمعوا كيدكم ثم ائتوا صفا وقد افلح اليوم من استعلىٰ,سورة طه,"['اجمع', 'كيد', 'ثم', 'ائتوا', 'صف', 'قد', 'افلح', 'يوم', 'من', 'استعلى']"
قالوا يٰموسىٰ اما ان تلقي واما ان نكون اول من القىٰ,سورة طه,"['قال', 'يموسى', 'اما', 'ان', 'تلقي', 'اما', 'ان', 'كان', 'اول', 'من', 'القى']"
قال بل القوا فاذا حبالهم وعصيهم يخيل اليه من سحرهم انها تسعىٰ,سورة طه,"['قال', 'بل', 'قوا', 'اذ', 'حبل', 'عصي', 'خيل', 'الي', 'من', 'سحر', 'انها', 'سعى']"
فاوجس في نفسه خيفة موسىٰ,سورة طه,"['اوجس', 'في', 'نفس', 'خيفة', 'موسى']"
قلنا لا تخف انك انت الاعلىٰ,سورة طه,"['قال', 'لا', 'أخفى', 'انك', 'انت', 'اعلى']"
والق ما في يمينك تلقف ما صنعوا انما صنعوا كيد سٰحر ولا يفلح الساحر حيث اتىٰ,سورة طه,"['الق', 'ما', 'في', 'يمين', 'تلقف', 'ما', 'صنع', 'انما', 'صنع', 'كيد', 'سحر', 'لا', 'أفلح', 'ساحر', 'حيث', 'اتى']"
فالقي السحرة سجدا قالوا ءامنا برب هٰرون وموسىٰ,سورة طه,"['قي', 'سحر', 'ساجد', 'قال', 'ءامن', 'رب', 'هرو', 'موسى']"
قال ءامنتم له قبل ان ءاذن لكم انه لكبيركم الذي علمكم السحر فلاقطعن ايديكم وارجلكم من خلٰف ولاصلبنكم في جذوع النخل ولتعلمن اينا اشد عذابا وابقىٰ,سورة طه,"['قال', 'ءامنتم', 'ل', 'قبل', 'ان', 'ءاذن', 'ل', 'ان', 'كبير', 'الذي', 'علم', 'سحر', 'فلاقطعن', 'ايدي', 'ارجل', 'من', 'خلف', 'ولاصلبنكم', 'في', 'جذع', 'نخل', 'تعلم', 'اين', 'اشد', 'عذاب', 'ابقى']"
